id_vente,id_produit,quantite_vendue,date_vente,pays_vente,ville_vente,chiffre_affaires
828,VS216,68,2023-08-05,Faroe Islands,West Bradyborough,11036.4
829,VS161,18,2023-09-14,India,New Donald,4034.34
830,AS635,34,2023-04-15,Niger,Charlesland,6030.92
831,VS893,34,2023-05-07,Northern Mariana Islands,Port Emily,3141.26
832,VS576,1,2023-01-30,Chile,Lake Daniel,200.4
833,VT533,21,2023-08-21,Georgia,South Jamesside,1135.05
834,CF433,14,2023-05-26,Tonga,South Melaniestad,3804.78
835,CB907,60,2023-05-09,Cameroon,Lake Margaret,6169.2
836,VT245,27,2023-11-23,United Arab Emirates,North Amyborough,7065.360000000001
837,AC590,11,2023-10-05,Oman,Brighttown,1740.86
838,VT663,12,2023-09-03,Djibouti,Sarastad,2097.36
839,VS653,41,2023-06-11,Palestinian Territory,South Jessica,7934.73
840,AC132,18,2023-12-16,Cocos (Keeling) Islands,Patrickmouth,3559.5
841,VS102,68,2023-01-22,New Caledonia,Johnsonfurt,16309.8
842,CF493,27,2023-12-26,Germany,West Susan,4863.78
843,CF987,11,2023-06-10,Thailand,Lake Timothyside,1625.91
844,VS586,26,2023-10-05,South Georgia and the South Sandwich Islands,South Kristineburgh,4138.68
845,VS545,15,2023-07-02,Holy See (Vatican City State),Fisherborough,1227.0
846,VT179,20,2023-01-14,Mali,Christineville,4565.6
847,VS924,7,2023-08-29,Vietnam,Jeremyhaven,1251.32
848,CR280,29,2022-12-31,Sao Tome and Principe,Valeriefort,8666.94
849,VS580,52,2023-12-13,Gabon,Barronfort,9628.84
850,AC852,11,2023-04-20,Turkmenistan,Lake Denise,1601.16
851,AC559,2,2023-02-21,United States of America,Lake Glennburgh,255.92
852,VS214,6,2023-11-17,Kenya,Danashire,357.29999999999995
853,AC394,24,2023-12-31,Congo,Kleinville,1585.6799999999998
854,VS148,18,2023-01-07,Wallis and Futuna,Browntown,3961.08
855,VT515,1,2023-07-19,Turkey,South Nicoleport,237.85
856,CF236,89,2023-09-26,Iraq,Codychester,10356.93
857,CR522,94,2023-04-20,Palau,Makaylatown,24628.94
858,VT851,30,2023-06-27,Mexico,West Beverly,3045.6
859,CF240,16,2023-06-19,Thailand,Lake Deanna,3628.16
860,AC832,18,2023-12-14,Cape Verde,Henryside,4118.9400000000005
861,AC495,4,2023-08-26,Libyan Arab Jamahiriya,Jamesborough,524.24
862,AS437,27,2023-08-21,Reunion,Port Andrea,8070.299999999999
863,AC144,12,2023-04-27,Aruba,West James,2658.96
864,CR673,23,2023-06-01,Timor-Leste,Matthewborough,1618.28
865,VS409,7,2023-04-01,Solomon Islands,Lake Dianeberg,1922.27
866,CR402,7,2023-06-26,Guinea,Paultown,361.2
867,CB235,22,2023-02-16,Palestinian Territory,Port Connie,3707.44
868,CR379,6,2023-06-11,Burundi,Frenchville,988.08
869,AC509,17,2023-01-18,United States Minor Outlying Islands,West Barbara,4039.2
870,CR602,1,2023-11-07,Jordan,Reidtown,59.25
871,VT158,37,2023-10-02,Pakistan,Lake Kenneth,5530.759999999999
872,AC962,27,2023-06-04,Saint Helena,Port Neilton,7448.76
873,CF205,33,2023-03-17,Sweden,Holtville,7966.86
874,VS324,1,2023-01-28,United Arab Emirates,Veronicaport,175.84
875,AC562,8,2023-09-11,Taiwan,East Kaitlin,1189.76
876,AC510,9,2023-09-30,Turkmenistan,West Terri,1042.56
877,AC785,0,2023-04-30,Bahrain,Michellestad,0.0
878,VS727,20,2023-06-12,Mauritius,Bridgestown,3140.6
879,AC642,63,2023-09-30,Uganda,North Michaelberg,7033.950000000001
880,AS879,7,2023-12-28,Turkey,Jasontown,1296.89
881,AC934,3,2023-08-25,Marshall Islands,West Carol,207.93
882,AS178,3,2023-07-15,Iceland,South Anthony,775.23
883,AS162,55,2023-09-07,Central African Republic,Martinezbury,10364.75
884,AC984,80,2023-04-13,Korea,New Michelefurt,7180.8
885,AC383,16,2023-01-21,Spain,Millerberg,4789.44
886,AS731,17,2023-01-31,Kyrgyz Republic,West Kimberly,1403.01
887,VT806,12,2023-08-17,Greece,Johnberg,3413.76
888,CR336,54,2023-03-11,Chile,South Matthew,12703.5
889,VS116,1,2023-10-20,Comoros,North Tammyton,182.44
890,CB757,1,2023-11-15,Puerto Rico,Leeburgh,241.71
891,VS963,6,2023-01-30,Algeria,Theresamouth,1054.44
892,AC134,58,2023-04-21,Algeria,Garciaton,8276.599999999999
893,VS998,35,2023-01-02,Chad,East Rubenborough,10425.8
894,CF379,44,2023-09-16,Thailand,Cooperview,9643.48
895,CB890,24,2023-03-18,Niue,Daltonport,2227.68
896,VT990,7,2023-01-31,Belarus,Lake John,1883.98
897,CR945,13,2023-09-10,Uganda,East Susanville,979.29
898,AC405,8,2023-09-25,Isle of Man,Lake Daisyville,2099.92
899,CF258,63,2023-04-21,Suriname,Jesseland,15846.39
900,CR901,5,2023-04-11,Fiji,New Benjaminshire,288.55
901,CR261,14,2023-07-10,Colombia,West Timothyfurt,3057.74
902,CR517,13,2023-02-20,Ethiopia,Harrisburgh,3037.84
903,CB526,18,2023-07-02,Guatemala,West Kevinborough,4879.8
904,VS278,64,2023-06-25,Ireland,East Matthew,13174.4
905,AS935,33,2023-09-01,Japan,Lake Logan,6776.55
906,VS889,45,2023-08-24,Colombia,Port Jason,4369.05
907,CR655,5,2023-02-26,Oman,Mendozaberg,1037.0
908,VT230,37,2023-05-08,Cyprus,Jonesside,8425.27
909,VS285,51,2023-09-08,Saint Kitts and Nevis,Gordontown,11392.89
910,VS590,27,2023-09-21,Mozambique,Ericstad,4973.13
911,CF471,10,2023-08-01,Isle of Man,Wigginsfort,2993.2
912,AC142,14,2023-04-11,Comoros,Pierceton,1157.66
913,AS291,42,2023-06-16,Greece,West Christine,11151.42
914,VT954,1,2023-06-20,Liberia,Nicholsonberg,134.28
915,AC472,0,2023-04-14,Antarctica (the territory South of 60 deg S),Port Jerry,0.0
916,CF382,2,2023-10-06,Kiribati,Smithstad,453.48
917,VS719,7,2023-06-03,French Southern Territories,Port Megan,1965.6
918,VS624,54,2023-11-11,Benin,Joneschester,12873.06
919,AC725,12,2023-06-27,Montenegro,East Rachelview,824.64
920,CF507,50,2023-09-18,Canada,New Kevinside,5843.5
921,AS447,30,2023-06-10,Micronesia,Michaelton,5581.8
922,AC644,5,2023-07-30,Austria,Johnsonmouth,557.4499999999999
923,VT281,0,2023-02-12,French Southern Territories,Moyerton,0.0
924,AS391,14,2023-07-06,China,Brianberg,1850.24
925,VS197,35,2023-02-02,Pakistan,Port Juanview,3365.6
926,VT162,43,2023-03-19,Grenada,West Michaeltown,4514.14
927,CF337,33,2023-09-13,Taiwan,Lopezchester,6809.22
928,AS132,7,2023-06-11,Mayotte,West Davidstad,576.66
929,VT969,33,2023-07-12,Papua New Guinea,South Jeffreyburgh,6181.56
930,AS677,68,2023-01-04,Guinea,Port Markport,12709.2
931,AC142,22,2023-09-01,Kenya,East Johnburgh,3370.6200000000003
932,CF347,23,2023-01-04,Jamaica,New Veronica,1869.9
933,CR226,63,2023-11-29,Solomon Islands,East Teresa,8303.400000000001
934,VS832,16,2023-07-12,Holy See (Vatican City State),New Harold,2414.56
935,VT471,10,2023-05-23,Armenia,Davisview,1004.3
936,AS897,10,2023-08-27,Ukraine,West Tylerberg,1800.2
937,AC161,4,2023-06-28,Bosnia and Herzegovina,Lake Tiffanyfurt,364.08
938,AC400,11,2023-10-24,Saint Barthelemy,Heatherbury,1067.77
939,AC609,16,2023-01-08,Turkmenistan,Harveytown,2181.92
940,CF890,11,2023-12-16,Norway,Scottberg,1540.4399999999998
941,AC946,1,2023-04-28,Congo,New Jose,283.43
942,CB854,6,2023-12-30,Bouvet Island (Bouvetoya),West Robertmouth,612.84
943,CR972,28,2023-09-15,France,West Sarahburgh,4442.759999999999
944,AC891,27,2023-11-18,Kazakhstan,West Meganhaven,5946.4800000000005
945,VT454,6,2023-03-15,Czech Republic,Tuckermouth,1576.6799999999998
946,CF919,58,2023-03-15,Philippines,Karenville,13990.18
947,VT573,32,2023-04-14,Eritrea,Lake Kylechester,7010.24
948,CB324,1,2023-04-01,Liberia,West Sheilamouth,100.29
949,AC351,34,2023-01-26,Congo,Mclaughlinstad,5784.08
950,AC440,26,2023-01-11,Guinea-Bissau,Lake Timothyborough,3383.12
951,CF447,44,2023-08-15,Jersey,West Raymondbury,7491.0
952,VT188,37,2023-02-22,Congo,Jacquelineburgh,7648.27
953,VS666,29,2023-07-29,Puerto Rico,New Joseph,4501.96
954,CR857,1,2023-10-30,Armenia,Williambury,82.43
955,CB851,5,2023-04-13,Spain,West Julianhaven,844.0999999999999
956,CR674,14,2023-01-22,Montserrat,Johnsonstad,2634.24
957,VS404,33,2023-01-11,Timor-Leste,South Nancy,3575.88
958,AS913,19,2023-10-05,Papua New Guinea,East Markfort,3664.91
959,AC855,0,2023-03-30,Jordan,Lake Codyfort,0.0
960,VT896,40,2023-04-18,Andorra,West Michael,9684.0
961,CB335,32,2023-08-14,Costa Rica,Brownborough,6251.84
962,CR508,73,2023-12-26,Vanuatu,Shannontown,21635.01
963,AC220,94,2023-05-30,Benin,New Sarah,15749.7
964,VT499,54,2023-04-15,Korea,West Monica,12018.78
965,AS571,5,2023-06-28,Georgia,Castroshire,1342.25
966,VS581,0,2023-11-29,Guadeloupe,Wileyfurt,0.0
967,CF519,32,2023-11-30,Niue,Jamietown,6751.04
968,AS156,90,2023-12-19,Syrian Arab Republic,Nathanborough,19377.9
969,VT371,37,2023-05-03,Tajikistan,New Brendatown,5062.34
970,AC133,12,2023-07-12,South Georgia and the South Sandwich Islands,West Alisonport,3247.08
971,VT601,25,2023-07-22,Senegal,Carterville,3523.7499999999995
972,CB842,2,2023-04-13,Slovenia,North Jodymouth,158.54
973,VT233,21,2023-02-07,Brazil,Port Kenneth,1832.25
974,CF547,26,2023-12-22,Venezuela,Port John,6866.860000000001
975,CF840,0,2023-06-04,Albania,Tiffanyton,0.0
976,AS973,3,2023-08-31,Nauru,Lake Carrieburgh,889.74
977,CR839,26,2023-11-27,Greece,Reidview,1935.1800000000003
978,VT889,12,2023-08-04,San Marino,Tammyborough,2000.04
979,AC258,8,2023-06-01,Isle of Man,Jimmyfort,2375.36
980,AS519,15,2023-03-02,Vanuatu,Lake Amymouth,2319.3
981,AC460,20,2023-01-18,Senegal,Jeffreyborough,1125.2
982,VS664,4,2023-09-04,Zimbabwe,West Angela,681.6
983,VS809,11,2023-10-13,Gibraltar,West Brett,1658.8000000000002
984,VT418,58,2023-10-10,Vietnam,Angelamouth,4077.4
985,CR287,20,2023-10-23,Palau,New Taylorside,5423.0
986,VS794,12,2023-05-25,Svalbard & Jan Mayen Islands,Lake Dianaville,1655.52
987,VT511,32,2023-08-18,Lebanon,Johnsonchester,3581.76
988,CF490,32,2023-07-14,Armenia,Aaronmouth,9031.36
989,CF223,13,2023-05-21,Barbados,West Christinestad,2960.88
990,CR181,25,2023-06-08,Gambia,Schultzside,5210.5
991,VT939,6,2023-05-25,Romania,Port Davidtown,1185.9
992,AC865,46,2023-03-21,Germany,Evansshire,8359.12
993,VS450,21,2023-05-26,Bolivia,Weaverstad,3932.04
994,AC694,1,2023-07-19,Vanuatu,South Michael,203.88
995,CF998,2,2023-12-02,Jordan,Hayeschester,386.8
996,CR818,22,2023-08-14,Bermuda,South Jacqueline,4904.46
997,VS659,16,2023-01-19,Macao,Elizabethhaven,2993.76
998,CB752,2,2023-11-11,Latvia,Port Cynthiastad,582.08
999,CB651,48,2023-08-09,Burkina Faso,Jamesfurt,2848.8
1000,AC253,22,2023-10-13,Iraq,Lake Kathyhaven,5697.34
